,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,lenght_of_names,Model
3242,3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5.0,,65.0,Land,8,Rover Range
3243,3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.5,Maruti,3,Swift
3244,3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,23.19 Lakh,17.5,Jeep,6,Compass 2.0
3245,3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.31,Maruti,4,Swift VXI
3246,3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.2,Honda,6,Jazz 1.2
3247,3247,Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,,4.67,Toyota,3,Etios
3248,3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.32,Volkswagen,5,Polo Petrol
3249,3249,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5.0,,3.75,Honda,6,Civic 2006-2010
3250,3250,Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,4.7,Toyota,4,Etios G
3251,3251,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,6.5,Hyundai,5,Verna 1.6
3252,3252,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,7.25,Toyota,6,Innova 2.5
3253,3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,8.94,Maruti,7,SX4 S
3254,3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5.0,8.24 Lakh,7.34,Ford,5,Freestyle Titanium
3255,3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.9,Maruti,4,Baleno Alpha
3256,3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.71 Lakh,5.9,Honda,3,Jazz
3257,3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,6.75,Hyundai,6,Verna 1.6
3258,3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.1,Honda,4,Amaze VX
3259,3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.75 Lakh,27.0,Audi,6,Q3 30
3260,3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,4.5,Skoda,6,Rapid 2013-2016
3261,3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,14.5,Audi,8,A4 2.0
3262,3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.25,Maruti,4,Swift Dzire
3263,3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,1.2,Tata,5,Indica Vista
3264,3264,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8.0,,4.95,Toyota,7,Innova 2.5
3265,3265,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,7.5,Renault,6,Duster 110PS
3266,3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996 CC,333 bhp,4.0,87.57 Lakh,48.0,Mercedes-Benz,4,E-Class E400
3267,3267,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.45,Honda,4,Amaze S
3268,3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,59.65,Mercedes-Benz,3,GLE
3269,3269,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.38,Maruti,3,Ritz
3270,3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.9,Maruti,5,Ciaz ZDi
3271,3271,Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,5.0,,1.88,Hyundai,4,Santro Xing
3272,3272,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48 kmpl,,,,,10.5,BMW,5,5 Series
3273,3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.57 Lakh,7.29,Maruti,4,Baleno Delta
3274,3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5.0,,6.0,Ford,5,Fiesta Diesel
3275,3275,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16.0 kmpl,2179 CC,140 bhp,7.0,,6.7,Mahindra,4,XUV500 W8
3276,3276,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5,Maruti,3,Alto
3277,3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35 Lakh,23.8,Mini,5,Cooper 3
3278,3278,Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.77,Mahindra,4,XUV500 W8
3279,3279,Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,3.32,Hyundai,4,Santro Xing
3280,3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.94,Maruti,3,Swift
3281,3281,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,,11.0,Mercedes-Benz,5,A Class
3282,3282,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.4,Renault,3,KWID
3283,3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.17,Maruti,3,Swift
3284,3284,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1.25,Maruti,3,Zen
3285,3285,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.45,Hyundai,5,Grand i10
3286,3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,2.59,Tata,6,Manza Aura
3287,3287,Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,12.01,Mahindra,4,XUV500 W10
3288,3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,,2.45,Maruti,6,Swift Dzire
3289,3289,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,29.0,Audi,7,Q3 35
3290,3290,Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.8 kmpl,1399 CC,null bhp,5.0,,2.4,Ford,5,Fiesta 1.4
3291,3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,11.99,Mercedes-Benz,8,New C-Class
3292,3292,Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,7.9,Honda,6,City i
3293,3293,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8 kmpl,2494 CC,102 bhp,7.0,,6.25,Toyota,6,Innova 2.5
3294,3294,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.8,Chevrolet,3,Beat
3295,3295,Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,2.8,Maruti,5,Wagon R
3296,3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,4.9,Honda,6,Jazz 1.2
3297,3297,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,,2.25,Nissan,4,Micra XL
3298,3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,8.89,Maruti,4,Ciaz AT
3299,3299,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,15.0,Toyota,4,Fortuner 4x2
3300,3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5.0,7.56 Lakh,5.65,Ford,4,Aspire Ambiente
3301,3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.0,Maruti,3,Ertiga
3302,3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.95,Maruti,4,Alto 800
3303,3303,Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.3,Honda,4,Brio V
3304,3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2 kmpl,1493 CC,110 bhp,5.0,,3.5,Hyundai,7,Verna Transform
3305,3305,Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8 kmpl,1493 CC,100 bhp,5.0,,2.3,Honda,4,City 1.5
3306,3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.69,Hyundai,5,Creta 1.6
3307,3307,Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,3.1,Toyota,4,Etios Liva
3308,3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44 kmpl,2359 CC,198.25 bhp,5.0,,12.75,Hyundai,6,Sonata Transform
3309,3309,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75,Hyundai,6,Creta 1.6
3310,3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.75,Honda,6,Jazz 1.2
3311,3311,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.25,Volkswagen,4,Vento Diesel
3312,3312,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,8.75,Mahindra,4,XUV500 W6
3313,3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,8.87,Mahindra,5,TUV 300
3314,3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5.0,,6.5,Honda,7,Accord 2001-2003
3315,3315,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,4.5,Maruti,3,Ertiga
3316,3316,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7.0,,12.5,Mahindra,4,Ssangyong Rexton
3317,3317,Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,16.8,Toyota,4,Fortuner 4x2
3318,3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,8.75,Maruti,3,Ertiga
3319,3319,Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,,8.5,Hyundai,5,Elantra CRDi
3320,3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.21,Hyundai,4,i10 Magna
3321,3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1.6,Maruti,5,Omni MPI
3322,3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,6.25,Honda,5,Amaze VX
3323,3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5.0,,2.25,Honda,6,Civic 2006-2010
3324,3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,43.07 Lakh,25.75,Mercedes-Benz,5,CLA 200
3325,3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14 kmpl,1798 CC,157.8 bhp,5.0,,6.75,Skoda,5,Superb 1.8
3326,3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.25,Maruti,5,Ciaz ZDi
3327,3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.1,Ford,7,Ecosport 1.5
3328,3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7 kmpl,2987 CC,224.34 bhp,5.0,,10.75,Mercedes-Benz,5,M-Class ML
3329,3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.7,Hyundai,5,Grand i10
3330,3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5 kmpl,1598 CC,105 bhp,5.0,,5.95,Volkswagen,4,Vento Diesel
3331,3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,2.4,Chevrolet,4,Beat Diesel
3332,3332,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,,3.49,Mahindra,3,Quanto
3333,3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,4.0,Hyundai,7,i10 Asta
3334,3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,7.83 Lakh,3.85,Toyota,5,Etios Liva
3335,3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,3.95,Toyota,7,Corolla Altis
3336,3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0,Hyundai,4,i10 Magna
3337,3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,6.7,Ford,6,Figo Aspire
3338,3338,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,6.14,Maruti,3,Ritz
3339,3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5.0,,4.4,Hyundai,5,i20 Sportz
3340,3340,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.25,Maruti,4,Swift Dzire
3341,3341,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.77 kmpl,4395 CC,402 bhp,5.0,,25.93,BMW,5,7 Series
3342,3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,7.0,Maruti,6,S Cross
3343,3343,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,25.12,Toyota,4,Fortuner 4x4
3344,3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,,4.45,Hyundai,7,EON 1.0
3345,3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,2.4,Hyundai,5,i20 1.4
3346,3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.33,Volkswagen,4,Vento Diesel
3347,3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5.0,,6.93,Maruti,5,Swift Dzire
3348,3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,4.25,Hyundai,5,i20 Magna
3349,3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,12.5,Mercedes-Benz,7,E-Class 2009-2013
3350,3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.9,Hyundai,4,Grand i10
3351,3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.5,Hyundai,5,i20 1.4
3352,3352,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.0,Renault,3,KWID
3353,3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,,5.8,Hyundai,7,Xcent 1.2
3354,3354,Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.33,Volkswagen,4,Vento Petrol
3355,3355,Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5.0,,6.62,Chevrolet,4,Cruze LTZ
3356,3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,,5.75,Nissan,5,Terrano XL
3357,3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.2,Hyundai,4,Verna 1.6
3358,3358,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,6 Lakh,3.5,Maruti,4,Celerio VXI
3359,3359,Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.0,Maruti,4,Wagon R
3360,3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,4.0,Hyundai,6,i20 Magna
3361,3361,Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3 kmpl,1781 CC,163.2 bhp,5.0,,9.5,Audi,4,A4 1.8
3362,3362,BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,17.5,BMW,3,X1
3363,3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,6.11,Skoda,7,Rapid 1.6
3364,3364,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.75,Hyundai,3,i10
3365,3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5 kmpl,2835 CC,107.2 bhp,6.0,,6.2,Mitsubishi,5,Pajero 2.8
3366,3366,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.15,Honda,5,City i
3367,3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.4,Maruti,5,Alto K10
3368,3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5.0,,2.15,Maruti,4,Swift Ldi
3369,3369,Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75,Hyundai,4,Grand i10
3370,3370,Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,,2.15,Ford,4,Figo Petrol
3371,3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,4.75,Hyundai,5,Grand i10
3372,3372,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.45,Maruti,4,SX4 Vxi
3373,3373,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.76 Lakh,11.15,Honda,4,City i-VTEC
3374,3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,14.11 Lakh,8.9,Renault,6,Duster 110PS
3375,3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.35,Honda,4,Amaze S
3376,3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.0,Toyota,7,Innova 2.5
3377,3377,BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,8.5,BMW,5,3 Series
3378,3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,4.27,Hyundai,6,i10 Magna
3379,3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,4.25,Renault,8,Duster 85PS
3380,3380,Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3 kmpl,2360 CC,170 bhp,5.0,,9.25,Mitsubishi,3,Outlander
3381,3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,8.61,Maruti,4,Vitara Brezza
3382,3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8 kmpl,2987 CC,261 bhp,7.0,,28.0,Mercedes-Benz,5,R-Class R350
3383,3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.2 Lakh,9.25,Ford,5,EcoSport 1.5
3384,3384,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,8.6,Hyundai,7,Verna 1.6
3385,3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,7.53,Volkswagen,5,Polo 1.2
3386,3386,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,5.75,Renault,5,Duster 110PS
3387,3387,Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.15,Honda,5,Brio S
3388,3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,5.84,Ford,6,Figo 2015-2019
